Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
prologue2_59128688	n	She never wanted to be our leader, but Hiro and I basically made her be.	game/prologue.rpy	1029	"n ""[what]"""
prologue2_d3aebae7	n	Now she’s gone.	game/prologue.rpy	1030	"n ""[what]"""
prologue2_6e2aea14	n	I know she’s out there somewhere, she has to be.	game/prologue.rpy	1035	"n ""[what]"""
prologue2_6c401165	n	She physically couldn’t have run away, and no one can tell me where she is.	game/prologue.rpy	1036	"n ""[what]"""
prologue2_fc0e3a10	n	So the least you could do is not treat me like some dumb kid while I’m waiting to hear if my friend is dead.	game/prologue.rpy	1037	"n ""[what]"""
prologue2_41b5ce14	n	For god’s sake, we took over a whole damn province together!	game/prologue.rpy	1038	"n ""[what]"""
prologue2_bccbd589	n	Uhh...	game/prologue.rpy	1042	"n ""[what]"""
prologue2_9c96c162	n	What else was I supposed to do, just accept my life as a lab rat?	game/prologue.rpy	1048	"n ""[what]"""
prologue2_edaa0071	n	Guwon profited off of Estella's caste system for generations.	game/prologue.rpy	1053	"n ""[what]"""
prologue2_623b74ac	n	No! It isn't that simple.	game/prologue.rpy	1057	"n ""[what]"""
prologue2_62d99b25	n	Is that all you want me to do?	game/prologue.rpy	1065	"n ""[what]"""
prologue2_5c0554b8	n	Boarding school? Really!?	game/prologue.rpy	1070	"n ""[what]"""
prologue2_6ccac164	n	Guwon's government and supply chain is in shambles but hey, at least we still have boarding school.	game/prologue.rpy	1071	"n ""[what]"""
prologue2_5000f7df	n	I thought you were supposed to be doing that.	game/prologue.rpy	1076	"n ""[what]"""
prologue2_be0be6f7	n	By company, you wouldn't happen to mean Ando Electronics... would you?	game/prologue.rpy	1084	"n ""[what]"""
prologue2_854b09f7	n	Umm... where-	game/prologue.rpy	1096	"n ""[what]"""
prologue2_e6188717	n	Right.	game/prologue.rpy	1102	"n ""[what]"""
prologue2_8afa5029	n	You don’t know that.	game/prologue.rpy	1120	"n ""[what]"""
prologue2_a5045053	n	Clearly they worked wonders.	game/prologue.rpy	1124	"n ""[what]"""
prologue2_3540fab5	n	...Can’t I just stay here with you guys instead?	game/prologue.rpy	1132	"n ""[what]"""
prologue2_71672ace	n	I hate this.	game/prologue.rpy	1154	"n ""[what]"""
prologue2_ab02045f	n	Why should I care?	game/prologue.rpy	1187	"n ""[what]"""
prologue2_18de021f	n	...Why are you asking me that now?	game/prologue.rpy	1201	"n ""[what]"""
prologue2_a3e23d7f	n	...I promise I’ll try.	game/prologue.rpy	1209	"n ""[what]"""
prologue2_351ad906	n	.....	game/prologue.rpy	1222	"n ""[what]"""
prologue2_fedadde9	n	You ruined my life.	game/prologue.rpy	1268	"n ""[what]"""
prologue2_d6c0f00f	n	No, because of her stupid feud, I lost both my mentor and my best friend in one night.	game/prologue.rpy	1277	"n ""[what]"""
prologue2_8c783836	n	Just because I have to be here doesn’t mean I have to play along with her revenge fantasy.	game/prologue.rpy	1278	"n ""[what]"""
prologue2_2d589eea	n	You can’t leave me here with her- You knew she’d be here!	game/prologue.rpy	1292	"n ""[what]"""
prologue2_f998f401	n	She’s going to set me up to fail.	game/prologue.rpy	1297	"n ""[what]"""
prologue2_d4c752ea	n	You can’t expect me to believe she’s okay with helping someone who trashed their hometown.	game/prologue.rpy	1298	"n ""[what]"""
prologue2_f1176439	n	You know I don’t like being alone.	game/prologue.rpy	1304	"n ""[what]"""
prologue2_9117aa28	n	Are they really-	game/prologue.rpy	1316	"n ""[what]"""
prologue2_0084e3c7	n	Maimai, please-	game/prologue.rpy	1329	"n ""[what]"""
prologue2_4d0df96c	n	Okay, okay, people are staring.	game/prologue.rpy	1335	"n ""[what]"""
prologue2_f28730ab	n	I’ll miss you too.	game/prologue.rpy	1339	"n ""[what]"""
prologue2_8d536141	n	AH!	game/prologue.rpy	1356	"n ""[what]"""
prologue2_351ad906_1	n	.....	game/prologue.rpy	1362	"n ""[what]"""
prologue2_e3e67764	n	Well, all my stuff is here already, so I might as well.	game/prologue.rpy	1371	"n ""[what]"""
prologue2_f5eec195	n	Thanks, I got it.	game/prologue.rpy	1383	"n ""[what]"""
prologue2_b6ade24c	n	Yeees...	game/prologue.rpy	1390	"n ""[what]"""
prologue2_e18a206e	n	She points to a towering building a few yards west.	game/prologue.rpy	1397	"n ""[what]"""
prologue2_cd44daf8	n	My name's Nagen Tesuta. Orientation is in E-103, right?	game/prologue.rpy	1411	"n ""[what]"""
prologue2_ac3a71ed	n	I'm fine, really. Thanks anyways.	game/prologue.rpy	1420	"n ""[what]"""
prologue2_f2fa61c1	n	Actually, yeah, I could use an extra pair of hands.	game/prologue.rpy	1430	"n ""[what]"""
prologue2_b3b139c9	n	You seem pretty new here yourself. How'd you get to be a volunteer?	game/prologue.rpy	1439	"n ""[what]"""
prologue2_d9bfd194	n	To each their own, I guess.	game/prologue.rpy	1445	"n ""[what]"""
prologue_hiro_7a91b67a	n	It's good to see you, I uh, haven't seen you since before...	game/prologue.rpy	1939	"n ""[what]"""
prologue_hiro_8056315b	n	I don't know, maybe Uitto worked her magic and cried us into a lighter sentence.	game/prologue.rpy	1959	"n ""[what]"""
prologue_hiro_01da7d0b	n	I was thinking more along the lines of using her Proficiency. It was Diplomacy, remember?	game/prologue.rpy	1971	"n ""[what]"""
prologue_hiro_c723aeed	n	She could talk people into doing things for her.	game/prologue.rpy	1978	"n ""[what]"""
prologue_hiro_f1b1a4ba	n	No, I haven't.	game/prologue.rpy	1992	"n ""[what]"""
prologue_hiro_ee02de6f	n	Crazy, right? But it's good to see you. How have you been?	game/prologue.rpy	2015	"n ""[what]"""
prologue_hiro_dac1969b	n	That's kinda surprising.	game/prologue.rpy	2022	"n ""[what]"""
prologue_hiro_2c3119ab	n	Oh, well, I mean that's good to hear. Is it nice?	game/prologue.rpy	2033	"n ""[what]"""
prologue_hiro_2e00afc5	n	I'm glad that's working out for you.	game/prologue.rpy	2046	"n ""[what]"""
prologue_hiro_edfcf629	n	My foster family's a little... strange. They live in this huge house, but they don't really take care of it.	game/prologue.rpy	2047	"n ""[what]"""
prologue_hiro_815b2466	n	It's like living in a museum. Lots of dusty old expensive things I'm not allowed to touch.	game/prologue.rpy	2048	"n ""[what]"""
prologue_hiro_7c2daa5c	n	Why would they tell you that?	game/prologue.rpy	2056	"n ""[what]"""
prologue_hiro_ac9f54fd	n	It wasn't a standard case, it's not like he could flip through a handbook and find the standard punishment on taking over a city.	game/prologue.rpy	2057	"n ""[what]"""
prologue_hiro_a3db1b94	n	He was probably trying to scare you or something. That's so unethical...	game/prologue.rpy	2064	"n ""[what]"""
prologue_hiro_1921b52a	n	I think.	game/prologue.rpy	2065	"n ""[what]"""
prologue_hiro_db15dd69	n	I'm not sure to be honest. See, this is why I chose to represent myself.	game/prologue.rpy	2066	"n ""[what]"""
prologue_hiro_f189b39f	n	I hope so.	game/prologue.rpy	2073	"n ""[what]"""
prologue_hiro_deae2200	n	Something like that; I'm on probation. Do you think the others are here?	game/prologue.rpy	2075	"n ""[what]"""
prologue_hiro_b5cfe09f	n	Shh, keep your voice down. We can't have the DVP finding out about this.	game/prologue.rpy	2086	"n ""[what]"""
prologue_hiro_b87d2419	n	Oh, and Hiro?	game/prologue.rpy	2090	"n ""[what]"""
prologue_hiro_b235e09c	n	This time we're doing things my way.	game/prologue.rpy	2094	"n ""[what]"""
prologue_hiro_4b73e468	n	As tempting as that sounds, it'd be best if we lay low for a while. At least wait and see how things pan out for us here.	game/prologue.rpy	2102	"n ""[what]"""
prologue_hiro_40da3f86	n	You know how I feel about puns.	game/prologue.rpy	2118	"n ""[what]"""
prologue_hiro_d7641ace	n	To knock it off with the puns, or to keep out of trouble?	game/prologue.rpy	2122	"n ""[what]"""
prologue_hiro_8333754a	n	I don't know. I mean, we can't use the same group name, and it wouldn't feel right without Odori anyway.	game/prologue.rpy	2132	"n ""[what]"""
prologue_hiro_1cba7d02	n	We’ll be meeting later.	game/prologue.rpy	2148	"n ""[what]"""
prologue_hiro_951b9ef9	n	I don’t know for sure, but I’m looking for them. Until then, play it cool.	game/prologue.rpy	2162	"n ""[what]"""
prologue_hiro_694ac062	n	Yup.	game/prologue.rpy	2167	"n ""[what]"""
prologue_mariko_0069d104	n	I'm not against the idea, but do you actually want me on your team?	game/prologue.rpy	2203	"n ""[what]"""
prologue_mariko_0fc38a5e	n	Good luck with the cheer thing. I'm... really sorry about what happened.	game/prologue.rpy	2229	"n ""[what]"""
prologue_mariko_962606c4	n	I was just trying to protect everyone.	game/prologue.rpy	2255	"n ""[what]"""
prologue_mariko_c03dc5f0	n	Fighting is what kept us alive. It's what kept you alive.	game/prologue.rpy	2259	"n ""[what]"""
prologue_mariko_9679059e	n	You fought longer and harder than any of us, it was quite impressive.	game/prologue.rpy	2260	"n ""[what]"""
prologue_mariko_ec65018e	n	You'd have made an excellent general.	game/prologue.rpy	2261	"n ""[what]"""
prologue_mariko_183c9049	n	You're only the villain once you lose.	game/prologue.rpy	2269	"n ""[what]"""
prologue_mariko_44b744d8	n	It was good to see you again. You know, to know that you're okay.	game/prologue.rpy	2273	"n ""[what]"""
prologue_mariko_36a73ef5	n	I never really had a lot of free time back then.	game/prologue.rpy	2282	"n ""[what]"""
prologue_mariko_8ae2ce26	n	Not especially, no.	game/prologue.rpy	2289	"n ""[what]"""
prologue_mariko_0bed3cce	n	Not interested.	game/prologue.rpy	2299	"n ""[what]"""
prologue_mariko_df491c06	n	Excuse me? I was minding my own business, you were the one who came running up to me.	game/prologue.rpy	2309	"n ""[what]"""
prologue_mariko_9af52bc3	n	I'm not out here to get anyone, I'm trying to live a normal school life.	game/prologue.rpy	2310	"n ""[what]"""
prologue_mariko_24840354	n	The only thing I'm trying to do is start over.	game/prologue.rpy	2323	"n ""[what]"""
prologue_mariko_1084bff1	n	I don't have the time nor desire to mess around with a handful of powder puffs.	game/prologue.rpy	2324	"n ""[what]"""
prologue_mariko_e92e4a99	n	I've got my own problems to deal with.	game/prologue.rpy	2325	"n ""[what]"""
prologue_yoku_33112d37	n	What's that supposed to mean?	game/prologue.rpy	2354	"n ""[what]"""
prologue_yoku_584ec1a9	n	Just looking for where my new classes are going to be. And talking to you, I guess.	game/prologue.rpy	2374	"n ""[what]"""
prologue_yoku_b07a7006	n	What?	game/prologue.rpy	2378	"n ""[what]"""
prologue_yoku_315e693b	n	First of all; common!? I know having a good memory isn't the most exciting Proficiency, but it's better than you Mr. Music Man.	game/prologue.rpy	2382	"n ""[what]"""
prologue_yoku_a22c54cf	n	Secondly, being involved in the Guwon Riots has nothing to do with how capable I am as a student.	game/prologue.rpy	2384	"n ""[what]"""
prologue_yoku_c8f4328e	n	The definition of 'elite' here is slightly above average, don't delude yourself.	game/prologue.rpy	2385	"n ""[what]"""
prologue_yoku_351ad906	n	.....	game/prologue.rpy	2389	"n ""[what]"""
prologue_yoku_82f9a49c	n	Sorry, that happens sometimes.	game/prologue.rpy	2398	"n ""[what]"""
prologue_yoku_38311bad	n	Hey! You're wandering around here too! You're probably more lost than I am.	game/prologue.rpy	2409	"n ""[what]"""
prologue_yoku_614ebbaf	n	Really, then where are we?	game/prologue.rpy	2415	"n ""[what]"""
prologue_yoku_8979d0a3	n	Getting colder. We're on the second floor.	game/prologue.rpy	2425	"n ""[what]"""
prologue_yoku_41b4e641	n	I'm trying to find the dorms. These are not dorms.	game/prologue.rpy	2429	"n ""[what]"""
prologue_yoku_b989d4c5	n	Also I have to ask...	game/prologue.rpy	2433	"n ""[what]"""
prologue_yoku_134f32a1	n	Well, yeah, but... how did you know that was me?	game/prologue.rpy	2452	"n ""[what]"""
prologue_yoku_2fc76950	n	I was really good at hiding.	game/prologue.rpy	2456	"n ""[what]"""
prologue_yoku_87139e15	n	HEY!	game/prologue.rpy	2462	"n ""[what]"""
prologue_yoku_656baacc	n	A Wurlitzer?	game/prologue.rpy	2474	"n ""[what]"""
prologue_yoku_1dc542f8	n	What do you need a Wurlitzer for?	game/prologue.rpy	2480	"n ""[what]"""
prologue_yoku_b322d009	n	I've seen a couple of people at this school with crazy hair colors. I just had to ask.	game/prologue.rpy	2491	"n ""[what]"""
prologue_yoku_60c2dbf5	n	Mine isn't. In case you were curious.	game/prologue.rpy	2492	"n ""[what]"""
prologue_yoku_7a2ed8a2	n	So is it? I feel like it'd be a pain to dye it and do the little buzz thing.	game/prologue.rpy	2496	"n ""[what]"""
prologue_yoku_bc80e194	n	Not that it looks bad, it just sends a certain message y'know.	game/prologue.rpy	2497	"n ""[what]"""
prologue_yoku_f16b13c1	n	Was it something I said?	game/prologue.rpy	2501	"n ""[what]"""
prologue_uitto_1e5c7847	n	Hey... uh, come here often?	game/prologue.rpy	2525	"n ""[what]"""
prologue_uitto_6f61307e	n	Uitto, I didn't realize it was you!	game/prologue.rpy	2540	"n ""[what]"""
prologue_uitto_0f00fb74	n	No. I mean kinda. I wasn't even flirting, I just-	game/prologue.rpy	2547	"n ""[what]"""
prologue_uitto_d9b20a4d	n	I'm not that short!	game/prologue.rpy	2554	"n ""[what]"""
prologue_uitto_0d1ef7d6	n	You're in heels!	game/prologue.rpy	2561	"n ""[what]"""
prologue_uitto_351ad906	n	.....	game/prologue.rpy	2565	"n ""[what]"""
prologue_uitto_087e7e82	n	You're evil.	game/prologue.rpy	2572	"n ""[what]"""
prologue_uitto_096f4880	n	Knock it off, wench.	game/prologue.rpy	2590	"n ""[what]"""
prologue_uitto_1f7b7adc	n	Don't tempt me.	game/prologue.rpy	2594	"n ""[what]"""
prologue_uitto_50f642af	n	Really? You were worried about me?	game/prologue.rpy	2601	"n ""[what]"""
prologue_uitto_539f0b72	n	Yeah, well, so are you.	game/prologue.rpy	2610	"n ""[what]"""
prologue_uitto_2ccdb0a4	n	You're hideously manipulative. Is that really the story you went with?	game/prologue.rpy	2617	"n ""[what]"""
prologue_uitto_fce63015	n	I'm serious! I thought I'd never see you again.	game/prologue.rpy	2637	"n ""[what]"""
prologue_uitto_3b472c18	n	So you lied to protect us?	game/prologue.rpy	2650	"n ""[what]"""
prologue_uitto_f767ce31	n	Well that's a defeatist attitude.	game/prologue.rpy	2654	"n ""[what]"""
prologue_uitto_9c0b0a9e	n	We're all here now, so why does it matter?	game/prologue.rpy	2666	"n ""[what]"""
prologue_uitto_3d157e6f	n	Yeah; you, me, Hiro, and Jona.	game/prologue.rpy	2673	"n ""[what]"""
prologue_uitto_f3b038b4	n	Didn't they tell you?	game/prologue.rpy	2680	"n ""[what]"""
prologue_uitto_a2e3d693	n	No, the DVP's Secretary of BS told me during her dumb monologue.	game/prologue.rpy	2684	"n ""[what]"""
prologue_uitto_d265d63d	n	Didn't she talk to you?	game/prologue.rpy	2691	"n ""[what]"""
prologue_uitto_f75fe014	n	You were not a defenseless girly that was bossed around by a scary dude with awesome piercings.	game/prologue.rpy	2703	"n ""[what]"""
prologue_uitto_4f25d829	n	And these are my favorite jeans!	game/prologue.rpy	2704	"n ""[what]"""
prologue_uitto_9a24e428	n	Nah, I went with the silent, brooding approach. The less you say, the better.	game/prologue.rpy	2711	"n ""[what]"""
prologue_uitto_bb93fd7d	n	Hey, I'm hella stoic.	game/prologue.rpy	2718	"n ""[what]"""
prologue_uitto_d4d7d9c2	n	You wound me. My fragile ego can not handle an ounce of criticism.	game/prologue.rpy	2725	"n ""[what]"""
prologue_uitto_5b0cdaf7	n	End your vicious slander or I shall end you. Muahahaha.	game/prologue.rpy	2726	"n ""[what]"""
prologue_uitto_9e7be21d	n	We'll be meeting in the office room on the third floor.	game/prologue.rpy	2736	"n ""[what]"""
prologue_uitto_9fd4b397	n	I'm looking for the others right now. We're going to talk about our next move.	game/prologue.rpy	2743	"n ""[what]"""
prologue_uitto_98bb4d6f	n	Uitto, you gotta trust me on this, I know what I'm doing.	game/prologue.rpy	2751	"n ""[what]"""
prologue_uitto_8e8df6dc	n	Well, yeah... Uitto, is something wrong?	game/prologue.rpy	2754	"n ""[what]"""
prologue_uitto_026127f4	n	Well, I didn't know you were here. I've just been kinda wandering around.	game/prologue.rpy	2761	"n ""[what]"""
prologue_uitto_ace97362	n	We're meeting in 313 by four at the latest. Make sure you're there.	game/prologue.rpy	2762	"n ""[what]"""
prologue_kitsune_0f63f400	n	It's a little small, don't you think?	game/prologue.rpy	2789	"n ""[what]"""
prologue_kitsune_d59cd3cf	n	We?	game/prologue.rpy	2794	"n ""[what]"""
prologue_kitsune_d2514ff1	n	I {i}am{/i} an Intelligence major.	game/prologue.rpy	2799	"n ""[what]"""
prologue_kitsune_68f36d0d	n	Nagen Tesuta, proficient in memorization, can't get more common than that.	game/prologue.rpy	2803	"n ""[what]"""
prologue_kitsune_3bcf1468	n	It's okay. Since we're going with blind assumptions, I'm guessing Charisma major?	game/prologue.rpy	2810	"n ""[what]"""
prologue_kitsune_6bf82953	n	No, why would I? Have we met or something?	game/prologue.rpy	2814	"n ""[what]"""
prologue_kitsune_392d2c8b	n	Right... and what is it you do exactly?	game/prologue.rpy	2825	"n ""[what]"""
prologue_kitsune_903ec5be	n	They don't hand out Proficiency scholarships for being yourself.	game/prologue.rpy	2840	"n ""[what]"""
prologue_kitsune_cd7ce348	n	Not that you're even doing that.	game/prologue.rpy	2841	"n ""[what]"""
prologue_kitsune_dbed7ca2	n	Why not go by Tenko then? Aren't they more powerful or something?	game/prologue.rpy	2863	"n ""[what]"""
prologue_kitsune_647c05ba	n	You'll get there eventually... in a thousand years.	game/prologue.rpy	2867	"n ""[what]"""
prologue_kitsune_e881109b	n	I thought you were a fox?	game/prologue.rpy	2871	"n ""[what]"""
prologue_kitsune_a8e45acd	n	I imagine wise old men when people talk about fox spirits.	game/prologue.rpy	2875	"n ""[what]"""
prologue_kitsune_b0145e06	n	You saying old people aren't elegant? That's ageist.	game/prologue.rpy	2882	"n ""[what]"""
prologue_kitsune_e30cd445	n	I can forwards compliment you too if you want. You're just so fun to mess with, it's hard not to.	game/prologue.rpy	2886	"n ""[what]"""
prologue_kitsune_b5e787d4	n	That doesn't sound like a Charm Proficiency.	game/prologue.rpy	2900	"n ""[what]"""
prologue_kitsune_cfb42aef	n	I don't think this is that kind of school. You should focus on vocal training.	game/prologue.rpy	2907	"n ""[what]"""
prologue_kitsune_c8b7ac1e	n	That sounds backwards and exhausting.	game/prologue.rpy	2913	"n ""[what]"""
prologue_kitsune_8be3c0f1	n	But why even bother?	game/prologue.rpy	2917	"n ""[what]"""
prologue_kitsune_dc7f403b	n	With what? I thought all file sharing electronics were banned.	game/prologue.rpy	2927	"n ""[what]"""
prologue_kitsune_77f9b9b3	n	I don't own anything that plays CDs.	game/prologue.rpy	2931	"n ""[what]"""
prologue_kitsune_d9120abe	n	Yeah, but they don't have CD drives.	game/prologue.rpy	2935	"n ""[what]"""
prologue_kitsune_53a544a9	n	Normally I'd use my phone and listen to stuff for free online.	game/prologue.rpy	2939	"n ""[what]"""
prologue_kitsune_547d9d8f	n	Now I'm stuck with whatever came on the burner phone.	game/prologue.rpy	2940	"n ""[what]"""
prologue_kitsune_ace88adb	n	It's pretty standard nowadays.	game/prologue.rpy	2944	"n ""[what]"""
prologue_kitsune_75aedfbe	n	That's not a horrible idea.	game/prologue.rpy	2949	"n ""[what]"""
prologue_kitsune_767def3a	n	I didn't mean-	game/prologue.rpy	2953	"n ""[what]"""
prologue_kazz_b7416b1b	n	You're here, aren't you?	game/prologue.rpy	2977	"n ""[what]"""
prologue_kazz_3000dea7	n	What does that have to do with me being here?	game/prologue.rpy	2983	"n ""[what]"""
prologue_kazz_aa73d214	n	You plan on making videos?	game/prologue.rpy	2989	"n ""[what]"""
prologue_kazz_e8d4f064	n	Radio isn't really my thing, but I'll, uhh, let you know later.	game/prologue.rpy	2996	"n ""[what]"""
prologue_kazz_2c6930c3	n	I used to go to Estella.	game/prologue.rpy	3008	"n ""[what]"""
prologue_kazz_e4870791	n	...Yeah.	game/prologue.rpy	3013	"n ""[what]"""
prologue_kazz_351ad906	n	.....	game/prologue.rpy	3029	"n ""[what]"""
prologue_kazz_eb76c2ad	n	You stopped doing your homework to move to Special Ed?	game/prologue.rpy	3034	"n ""[what]"""
prologue_kazz_601e5f1c	n	To be fair, that doesn't seem like a transferable occurrence.	game/prologue.rpy	3042	"n ""[what]"""
prologue_kazz_0e79f245	n	Not everyone in my class cheated on tests or had bad grades.	game/prologue.rpy	3043	"n ""[what]"""
prologue_kazz_b6d04ad7	n	They didn't give me a choice when they moved me. I would have gladly stayed in Regular Ed.	game/prologue.rpy	3053	"n ""[what]"""
prologue_kazz_d3ffc257	n	Most of the kids were brought in for causing trouble at other schools.	game/prologue.rpy	3058	"n ""[what]"""
prologue_kazz_1ba8916e	n	I was friends with the few normal kids in my class, the rest of it was a gigantic headache.	game/prologue.rpy	3059	"n ""[what]"""
prologue_kazz_31068043	n	It wasn't 'so cool'.	game/prologue.rpy	3060	"n ""[what]"""
prologue_kazz_5fc646ee	n	It's barely been two years.	game/prologue.rpy	3064	"n ""[what]"""
prologue_kazz_10774340	n	My point was just that-	game/prologue.rpy	3069	"n ""[what]"""
prologue_kazz_3c4af00b	n	That's some dedicated nepotism right there.	game/prologue.rpy	3083	"n ""[what]"""
prologue_kazz_a559b50b	n	No, the school cared way too much about their image to let a loose nail go unhammered.	game/prologue.rpy	3091	"n ""[what]"""
prologue_kazz_5687afe1	n	That's not even remotely related to what we were talking about.	game/prologue.rpy	3095	"n ""[what]"""
prologue_kazz_351ad906_1	n	.....	game/prologue.rpy	3099	"n ""[what]"""
prologue_kazz_351ad906_2	n	.....	game/prologue.rpy	3103	"n ""[what]"""
prologue_kazz_d30cadae	n	This is basically like a private school, right? Maybe it just appeals to similar types of families.	game/prologue.rpy	3114	"n ""[what]"""
prologue_kazz_12a280d9	n	I'm sure there are plenty of kids here from other places.	game/prologue.rpy	3115	"n ""[what]"""
prologue_kazz_45d88a89	n	Or maybe it's so remote, the average commuter student can't go. Or... or-	game/prologue.rpy	3116	"n ""[what]"""
prologue_kazz_c1ac7a4a	n	I'm fine. I just need some fresh air.	game/prologue.rpy	3122	"n ""[what]"""
prologue_kazz_2b9a1607	n	NO! I mean, no, I'm fine. I promise.	game/prologue.rpy	3131	"n ""[what]"""
prologue_kazz_90d3ce69	n	I won't mess with your shit in the recording booth.	game/prologue.rpy	3132	"n ""[what]"""
prologue_kazz_c9483295	n	I'm sorry, I'm fine, really.	game/prologue.rpy	3133	"n ""[what]"""
prologue_oshin_891c110b	n	Are you seriously smoking in here? Who's dumb enough to try and smoke in the nurse's office?	game/prologue.rpy	3155	"n ""[what]"""
prologue_oshin_892930e9	n	You're going to give someone asthma smelling like that. Besides, we both know that's not why you're here.	game/prologue.rpy	3169	"n ""[what]"""
prologue_oshin_027f0955	n	You're the nurse's aid?	game/prologue.rpy	3174	"n ""[what]"""
prologue_oshin_8d9e8f35	n	Let me guess, you get paid in 'experience'.	game/prologue.rpy	3186	"n ""[what]"""
prologue_oshin_ba9075ae	n	Sure you'd have to grade papers and junk, but it's less work for the same grade.	game/prologue.rpy	3196	"n ""[what]"""
prologue_oshin_39f2b712	n	Your idea of basic is above average. It can't be that bad.	game/prologue.rpy	3202	"n ""[what]"""
prologue_oshin_86632766	n	...Why'd a girl ask you that?	game/prologue.rpy	3207	"n ""[what]"""
prologue_oshin_3e7505ab	n	Oh.	game/prologue.rpy	3212	"n ""[what]"""
prologue_oshin_275a4dcb	n	What else would you do?	game/prologue.rpy	3226	"n ""[what]"""
prologue_oshin_c5a74bd1	n	Farming?	game/prologue.rpy	3230	"n ""[what]"""
prologue_oshin_1db3e37b	n	Must be nice to have so many options.	game/prologue.rpy	3238	"n ""[what]"""
prologue_oshin_6127d571	n	I meant with finding your lighter.	game/prologue.rpy	3253	"n ""[what]"""
prologue_oshin_1d3a8c21	n	I didn't hear anything fall, so it's probably on the bed somewhere.	game/prologue.rpy	3254	"n ""[what]"""
prologue_oshin_c7499a99	n	What would they need a lighter for?	game/prologue.rpy	3258	"n ""[what]"""
prologue_oshin_245bb2b5	n	Well, no, but I assumed you didn't care. I didn't think you'd ask-	game/prologue.rpy	3262	"n ""[what]"""
prologue_oshin_2d0d4e8c	n	No. Just figuring out where everything is.	game/prologue.rpy	3271	"n ""[what]"""
prologue_oshin_922dc5de	n	If they make us participate in P.E., I'll end up here eventually.	game/prologue.rpy	3272	"n ""[what]"""
prologue_oshin_a4851f3f	n	I have a strange knack for getting hit in the face with sports equipment.	game/prologue.rpy	3273	"n ""[what]"""
prologue_oshin_d4057104	n	They're harder than they look.	game/prologue.rpy	3277	"n ""[what]"""
prologue_oshin_d5d2a2a2	n	Well, now I know where the nurse is supposed to be. I'll be going now.	game/prologue.rpy	3284	"n ""[what]"""
prologue_oshin_9a74db27	n	Hilarious.	game/prologue.rpy	3288	"n ""[what]"""
prologue_ichita_2edc3847	n	...outside?	game/prologue.rpy	3313	"n ""[what]"""
prologue_ichita_1582b805	n	Have we met before? You're being really... friendly with someone you just met.	game/prologue.rpy	3323	"n ""[what]"""
prologue_ichita_24e59a34	n	Yeah, though nothing flattering comes to mind.	game/prologue.rpy	3333	"n ""[what]"""
prologue_ichita_73d2fb1e	n	I wasn't making a face. This is how my face always looks.	game/prologue.rpy	3351	"n ""[what]"""
prologue_ichita_f0828611	n	I'm serious; I don't know what you're talking about.	game/prologue.rpy	3355	"n ""[what]"""
prologue_ichita_2a7e7295	n	I don't need your pity... and quit laughing.	game/prologue.rpy	3359	"n ""[what]"""
prologue_ichita_ea5c30b9	n	I think you got the wrong idea. I'm not-	game/prologue.rpy	3379	"n ""[what]"""
prologue_ichita_dcb0b64a	n	You don't know my rep sheet. I could be a dangerous drug dealer or something.	game/prologue.rpy	3393	"n ""[what]"""
prologue_ichita_d56e5212	n	Yeah, sure.	game/prologue.rpy	3404	"n ""[what]"""
prologue_ichita_299154cd	n	It's Nagen. But yeah, I wanted to ask you why you're so jazzed to be here.	game/prologue.rpy	3413	"n ""[what]"""
prologue_ichita_b0347b57	n	You're acting like you just got out of jail instead of walking towards one.	game/prologue.rpy	3414	"n ""[what]"""
prologue_ichita_efd0e22d	n	How long were you in the hospital?	game/prologue.rpy	3419	"n ""[what]"""
prologue_ichita_2171c201	n	You don't have to force yourself to act happy for my sake.	game/prologue.rpy	3425	"n ""[what]"""
prologue_ichita_38d3f02f	n	Half of what I talk about with my friends is stuff that pisses us off.	game/prologue.rpy	3426	"n ""[what]"""
prologue_ichita_ebb575ac	n	Suit yourself.	game/prologue.rpy	3431	"n ""[what]"""
prologue_ichita_e98ccc51	n	That's all you. I'll see you around.	game/prologue.rpy	3435	"n ""[what]"""
prologue_taiga_57019b65	n	Did you read about that in the brochure?	game/prologue.rpy	3460	"n ""[what]"""
prologue_taiga_847fa95e	n	What makes you think I did something?	game/prologue.rpy	3469	"n ""[what]"""
prologue_taiga_8e1d9201	n	It's kind of a long story, I really don't want to get into it.	game/prologue.rpy	3476	"n ""[what]"""
prologue_taiga_3a06a18a	n	What the-	game/prologue.rpy	3482	"n ""[what]"""
prologue_taiga_aa90c4d0	n	Hey!	game/prologue.rpy	3504	"n ""[what]"""
prologue_taiga_13964bbe	n	Oh, don't tell me he's an emotional support animal or something.	game/prologue.rpy	3529	"n ""[what]"""
prologue_taiga_524c11be	n	And what exactly does this little guy do to help you?	game/prologue.rpy	3538	"n ""[what]"""
prologue_taiga_b6b9545b	n	Nonono-	game/prologue.rpy	3545	"n ""[what]"""
prologue_taiga_6768169d	n	I meant about having an animal this close to the edge of the roof. He could fall.	game/prologue.rpy	3558	"n ""[what]"""
prologue_taiga_9efb62ff	n	O-okay?	game/prologue.rpy	3564	"n ""[what]"""
prologue_taiga_40edaac1	n	If you say so...	game/prologue.rpy	3572	"n ""[what]"""
prologue_taiga_351ad906	n	.....	game/prologue.rpy	3576	"n ""[what]"""
